date,rf_returns
10/02/2007,0.00013836183464266405
12/02/2007,0.00014282825381961572
13/02/2007,0.00014367209089072297
14/02/2007,0.00014307841087135564
15/02/2007,0.0001451678878627849
16/02/2007,0.00014481036611990739
19/02/2007,0.00014479849106985299
20/02/2007,0.0001453411471623589
20/02/2007,0.00013857575176290382
21/02/2007,0.00014591787916984345
22/02/2007,0.00014561490151576706
23/02/2007,0.00014569364041716604
26/02/2007,0.00014539081017983513
27/02/2007,0.00014394368045445027
28/02/2007,0.00014391388219459067
05/03/2007,0.0001450826739242128
06/03/2007,0.00014536122955544073
07/03/2007,0.0001453310252237383
08/03/2007,0.000145173764237283
09/03/2007,0.00014482599622533954
10/03/2007,0.00014575774902425565
12/03/2007,0.00014508330532447822
13/03/2007,0.00014508040106542275
14/03/2007,0.00014519539995871966
15/03/2007,0.00014433096995758454
16/03/2007,0.00014369358651955544
19/03/2007,0.00014366387595621255
20/03/2007,0.00014511166927144714
20/03/2007,0.00014422962371174464
21/03/2007,0.0001439097864970318
22/03/2007,0.00014516660354857436
23/03/2007,0.00014511835584585242
26/03/2007,0.00014507918391415409
27/03/2007,0.00014394418812702092
28/03/2007,0.00014278251500976502
29/03/2007,0.00013977433913692217
30/03/2007,0.0001405785961179351
04/04/2007,0.0001416721559497347
05/04/2007,0.0001411362323751053
06/04/2007,0.00014114346220361895
09/04/2007,0.00014052640583628317
10/04/2007,0.00014052475347958726
11/04/2007,0.000140251749085607
12/04/2007,0.0001380796734911094
13/04/2007,0.00013775316575026508
16/04/2007,0.00013716459454804486
17/04/2007,0.00013686554311864718
18/04/2007,0.00013654853445332904
19/04/2007,0.00013639432862055934
20/04/2007,0.00013605042121134225
20/04/2007,0.0001419769857058384
23/04/2007,0.00013630168433764744
24/04/2007,0.00013628310872038085
25/04/2007,0.00013599359860116955
26/04/2007,0.00013581256522310348
27/04/2007,0.00013405155181889228
30/04/2007,0.00013205652810222013
30/04/2007,0.0001416703268217745
04/05/2007,0.00013066661054206286
07/05/2007,0.00013091123514397118
08/05/2007,0.00013175126786224567
09/05/2007,0.00013116554875836073
10/05/2007,0.0001280813930506497
10/05/2007,0.00013183505622493819
11/05/2007,0.00013122248293573335
14/05/2007,0.00013008716723872382
15/05/2007,0.00012863674228147381
16/05/2007,0.00012833173005799559
17/05/2007,0.00013241637614269663
18/05/2007,0.00013208341590420503
20/05/2007,0.000129200457772205
21/05/2007,0.00013404910642766943
22/05/2007,0.00013600404057312332
23/05/2007,0.00013513884523264075
24/05/2007,0.00013808363741762975
25/05/2007,0.0001377223831748875
28/05/2007,0.0001376944145776715
29/05/2007,0.00013682922105373585
30/05/2007,0.00013100467379922875
30/05/2007,0.0001360005717585544
31/05/2007,0.00013455125617256591
04/06/2007,0.0001320587954514174
05/06/2007,0.0001317444743409446
06/06/2007,0.00013316636743954113
07/06/2007,0.00013269893158640578
08/06/2007,0.00013150325432120802
10/06/2007,0.00013322136600235623
11/06/2007,0.00013008390821145355
12/06/2007,0.00013032767990650562
13/06/2007,0.0001266435175977243
14/06/2007,0.0001247491883911156
15/06/2007,0.00012299934440496152
18/06/2007,0.00012272365764420812
19/06/2007,0.00012296912620590739
20/06/2007,0.00012069937079761672
21/06/2007,0.00011569107413311741
22/06/2007,0.00011763543806964094
25/06/2007,0.00012099786865960027
26/06/2007,0.0001226980942821143
27/06/2007,0.00011364295477100939
28/06/2007,0.00011143984243910943
29/06/2007,0.00011763828105304519
04/07/2007,0.0001277562816495159
05/07/2007,0.0001309433314446995
06/07/2007,0.00012952657914211407
09/07/2007,0.0001286665596285097
10/07/2007,0.00012950211227558128
11/07/2007,0.0001297454264153064
12/07/2007,0.00013072395478541665
13/07/2007,0.00013007924576857732
16/07/2007,0.00013036713292358115
17/07/2007,0.00012977646268730325
18/07/2007,0.00012947282173136898
19/07/2007,0.00013155302304634908
20/07/2007,0.00013122211216520796
20/07/2007,0.00012413622585438766
23/07/2007,0.00013433283676334007
24/07/2007,0.0001365897977203545
25/07/2007,0.00013655323252570462
26/07/2007,0.00013836125775168462
27/07/2007,0.00013546819607213045
30/07/2007,0.00012777814519981945
30/07/2007,0.00013689150031948039
31/07/2007,0.00013855525866879326
06/08/2007,0.0001375249169395243
07/08/2007,0.00013781020347192197
08/08/2007,0.00013836374171849464
09/08/2007,0.00012935537615010873
10/08/2007,0.00013741448541848555
10/08/2007,0.00012136239210880362
13/08/2007,0.00012789249934463953
14/08/2007,0.00012502432096272997
15/08/2007,0.0001088384577616619
16/08/2007,8.874338394115888e-05
17/08/2007,8.22025595828002e-05
20/08/2007,5.8523626119244554e-05
20/08/2007,0.0001393082819274305
21/08/2007,8.330529165601064e-05
22/08/2007,7.565999002601131e-05
23/08/2007,0.00010889426176019512
24/08/2007,0.00011738577257647265
27/08/2007,0.00013242083141951078
28/08/2007,0.00012302692675181248
29/08/2007,0.00010825252073720648
30/08/2007,0.0001366937430566928
30/08/2007,0.00010491424369707403
31/08/2007,0.00011566757928527238
04/09/2007,0.00012669396167708236
05/09/2007,0.0001244470389998309
06/09/2007,0.00011930118361402897
07/09/2007,0.0001119982351489579
10/09/2007,0.00010914011097917786
11/09/2007,0.00011366814792923563
12/09/2007,0.00011080136256058637
13/09/2007,0.00011202859785219843
14/09/2007,0.0001065859944255898
17/09/2007,0.0001045865019166925
18/09/2007,0.00010516391927817281
19/09/2007,9.719308266920024e-05
20/09/2007,9.527632800021557e-05
21/09/2007,9.183620435004869e-05
24/09/2007,9.211292297628404e-05
25/09/2007,9.152527784372921e-05
26/09/2007,8.869263597732768e-05
27/09/2007,9.072483180783131e-05
28/09/2007,9.32464046665693e-05
30/09/2007,0.00011563863168961852
01/10/2007,9.636180569994046e-05
02/10/2007,9.947818965394539e-05
03/10/2007,0.0001006080263301623
04/10/2007,9.95295144852193e-05
05/10/2007,9.86382745828962e-05
08/10/2007,9.86374475266949e-05
09/10/2007,0.00010119109637263257
10/10/2007,0.00010175043951909934
11/10/2007,0.00010739083136446226
12/10/2007,0.00011342094255106794
15/10/2007,0.00011708247657082893
16/10/2007,0.00011422211285117001
17/10/2007,0.00010088467642432875
18/10/2007,8.989054565367027e-05
19/10/2007,9.355531246191262e-05
22/10/2007,0.00010091824308022801
23/10/2007,0.00010600280965245013
24/10/2007,0.00010175084442765048
25/10/2007,0.00010832762241297367
26/10/2007,0.00010972027995026501
29/10/2007,0.00010972601788394876
30/10/2007,0.00010886086568295816
31/10/2007,0.00010828033570997597
05/11/2007,0.00010827749702024825
06/11/2007,0.00010883433171571255
07/11/2007,0.00010285328459946896
08/11/2007,9.925444766301084e-05
09/11/2007,9.522152761753944e-05
12/11/2007,9.522134144424044e-05
13/11/2007,0.00010486402780518489
14/11/2007,0.0001057231084622412
15/11/2007,0.00010341268886371324
16/11/2007,0.00010658864841550653
19/11/2007,0.00010430515442139132
20/11/2007,9.891626958746791e-05
21/11/2007,9.321843143395014e-05
22/11/2007,9.750422285392801e-05
23/11/2007,0.00010177103424791056
26/11/2007,9.777754271267369e-05
27/11/2007,0.00010034035800687846
28/11/2007,9.522153486107854e-05
29/11/2007,9.441430146606145e-05
30/11/2007,0.00010177443555470234
04/12/2007,0.0001028901601256571
05/12/2007,0.00010144330361949727
06/12/2007,8.561790320182894e-05
07/12/2007,8.36072611665184e-05
10/12/2007,8.44688918710812e-05
11/12/2007,7.878075154654773e-05
12/12/2007,7.622228225367955e-05
13/12/2007,7.455940037726094e-05
14/12/2007,7.199310241379209e-05
17/12/2007,7.567370127303796e-05
18/12/2007,7.538447499744194e-05
19/12/2007,7.169356781844272e-05
20/12/2007,6.578008994884144e-05
21/12/2007,6.633378544340651e-05
24/12/2007,7.311377725116586e-05
25/12/2007,7.310843201735473e-05
26/12/2007,8.188785593188364e-05
27/12/2007,7.649737885562224e-05
28/12/2007,6.916909508891678e-05
31/12/2007,7.255523926086305e-05
04/01/2008,8.928206244140924e-05
07/01/2008,9.09648555296183e-05
08/01/2008,9.183286637837185e-05
09/01/2008,9.40901741253164e-05
10/01/2008,7.254996498295974e-05
10/01/2008,9.386211913975373e-05
11/01/2008,8.927876841524629e-05
14/01/2008,8.872225635681019e-05
15/01/2008,8.728122522083659e-05
16/01/2008,8.755667653903565e-05
17/01/2008,8.335642352252925e-05
18/01/2008,7.255932719996139e-05
20/01/2008,8.246789796673148e-05
21/01/2008,7.255692285124127e-05
22/01/2008,5.811206595374152e-05
23/01/2008,5.2441058319585565e-05
24/01/2008,5.6116328343902566e-05
25/01/2008,5.6687837847180234e-05
28/01/2008,5.8116768806071306e-05
29/01/2008,5.6690170265882855e-05
30/01/2008,4.935910900649709e-05
30/01/2008,8.700174255404924e-05
31/01/2008,4.083237665986061e-06
31/01/2008,4.397858801330479e-05
04/02/2008,5.8965481384509744e-05
05/02/2008,5.783967633532505e-05
06/02/2008,5.555645739185877e-05
07/02/2008,6.124390244965916e-05
08/02/2008,6.208837788901356e-05
10/02/2008,5.046631511285149e-05
11/02/2008,6.461694713300048e-05
11/02/2008,9.717534763531432e-07
12/02/2008,6.913577559597428e-05
13/02/2008,6.744379705647674e-05
14/02/2008,6.888784552616656e-05
15/02/2008,6.603026772356024e-05
18/02/2008,6.602590801518815e-05
19/02/2008,6.57477837653353e-05
20/02/2008,6.575229183081177e-05
21/02/2008,6.460890241100081e-05
21/02/2008,6.975226924943456e-07
22/02/2008,6.464000088723942e-05
25/02/2008,6.491834520572226e-05
26/02/2008,6.319262210330301e-05
27/02/2008,5.980762249246929e-05
28/02/2008,5.6997007149561796e-05
29/02/2008,5.783229159739278e-05
04/03/2008,5.641676291356923e-05
05/03/2008,5.330695004102104e-05
06/03/2008,4.822080284450081e-05
07/03/2008,4.622408240284592e-05
10/03/2008,4.6495500688914504e-05
11/03/2008,5.04729358206113e-05
12/03/2008,4.5088056798370246e-05
13/03/2008,4.339198939762312e-05
14/03/2008,3.263521845608963e-05
17/03/2008,1.2280816863885491e-05
18/03/2008,1.2854116688831851e-05
19/03/2008,6.087320871150936e-06
20/03/2008,3.528860183177329e-06
21/03/2008,3.528847730249751e-06
24/03/2008,1.410651902200577e-05
25/03/2008,2.316647679889705e-05
26/03/2008,2.3033613735012892e-05
27/03/2008,3.574494566294106e-05
28/03/2008,3.5470209540644504e-05
30/03/2008,5.528075571570312e-05
31/03/2008,3.3500032600386476e-05
04/04/2008,4.1419400519160376e-05
07/04/2008,3.857771599080628e-05
08/04/2008,3.6309631889830385e-05
09/04/2008,2.9253018226649274e-05
10/04/2008,4.168675676741174e-05
10/04/2008,2.4727055939921527e-05
11/04/2008,2.4999811068404654e-05
14/04/2008,2.302394176001421e-05
15/04/2008,2.3587754200971034e-05
16/04/2008,2.3578380187849746e-05
17/04/2008,2.5306041746109287e-05
18/04/2008,2.3894647283251302e-05
20/04/2008,4.310632444282092e-05
21/04/2008,2.0472196953447153e-05
22/04/2008,1.653082836816644e-05
23/04/2008,1.9633891316095387e-05
24/04/2008,2.1335017565515813e-05
25/04/2008,2.161667230815567e-05
28/04/2008,2.6694073757882464e-05
29/04/2008,3.121571731190542e-05
30/04/2008,4.283322108311616e-05
30/04/2008,2.952976840853161e-05
05/05/2008,3.630732071147058e-05
06/05/2008,3.7443044132112746e-05
07/05/2008,3.830540890170653e-05
08/05/2008,4.311617178309746e-05
09/05/2008,4.424240608180696e-05
10/05/2008,3.208754462158403e-05
12/05/2008,4.791386495317518e-05
13/05/2008,4.905714666758598e-05
14/05/2008,4.9054740181908585e-05
15/05/2008,5.106130324006308e-05
16/05/2008,5.102345284058174e-05
19/05/2008,5.413972037193737e-05
20/05/2008,5.3581766193522284e-05
20/05/2008,3.350222607445552e-05
21/05/2008,5.3304017503696954e-05
22/05/2008,5.471936992318405e-05
23/05/2008,5.358892962648021e-05
26/05/2008,5.357725030497029e-05
27/05/2008,5.3583187167083324e-05
28/05/2008,5.441695818064751e-05
29/05/2008,5.5840614313407144e-05
30/05/2008,5.52739259356283e-05
04/06/2008,5.2162599840199775e-05
05/06/2008,4.9923449390254504e-05
06/06/2008,4.849464410194848e-05
09/06/2008,4.9892124458272846e-05
10/06/2008,5.358712024450263e-05
11/06/2008,4.933236904558491e-05
12/06/2008,5.3027039855546576e-05
13/06/2008,5.160707994211755e-05
16/06/2008,5.2449380802510603e-05
17/06/2008,5.019351081436696e-05
18/06/2008,4.452327306037063e-05
19/06/2008,4.3975665202866665e-05
20/06/2008,4.114012295963754e-05
20/06/2008,5.413553466437904e-05
23/06/2008,4.1699351616797387e-05
24/06/2008,4.1134488307781325e-05
25/06/2008,3.689193904099497e-05
26/06/2008,3.857981990540438e-05
27/06/2008,3.8305599911803156e-05
30/06/2008,5.3585317401294574e-05
30/06/2008,4.2551024810322247e-05
04/07/2008,5.161852170720849e-05
07/07/2008,5.019087971547265e-05
08/07/2008,5.019715643439504e-05
09/07/2008,4.9051251002074636e-05
10/07/2008,4.87762049303786e-05
10/07/2008,4.0867646788456113e-05
11/07/2008,3.716367925554742e-05
14/07/2008,3.830548291983149e-05
15/07/2008,3.54725434337233e-05
16/07/2008,3.263991338053884e-05
17/07/2008,3.575149681478429e-05
18/07/2008,3.518750004949389e-05
20/07/2008,5.1891383790136913e-05
21/07/2008,3.630977545121539e-05
22/07/2008,3.913928595800087e-05
23/07/2008,4.1414636057224286e-05
24/07/2008,4.7082913318119424e-05
25/07/2008,4.79157724577739e-05
28/07/2008,4.6498310669829124e-05
29/07/2008,4.677741082459441e-05
30/07/2008,5.1609189831935964e-05
30/07/2008,4.508540203396194e-05
31/07/2008,4.2279939637124286e-05
04/08/2008,4.424662147606284e-05
05/08/2008,4.3945891491370404e-05
06/08/2008,3.94186374850225e-05
07/08/2008,4.3002052544149905e-05
08/08/2008,4.468717505745623e-05
10/08/2008,4.197911550418709e-05
11/08/2008,4.863679950739552e-05
12/08/2008,4.777349215134841e-05
13/08/2008,4.750766889127789e-05
14/08/2008,4.835748764220327e-05
15/08/2008,4.777541454847878e-05
18/08/2008,4.808933602062915e-05
19/08/2008,4.8912627239605655e-05
20/08/2008,4.5809981199296246e-05
21/08/2008,4.8082468942833856e-05
22/08/2008,4.66662931490891e-05
25/08/2008,4.552253947909257e-05
26/08/2008,4.469505756432568e-05
27/08/2008,4.413988460649776e-05
28/08/2008,4.4418901941734035e-05
29/08/2008,4.4689102305150996e-05
04/09/2008,4.581086745458762e-05
05/09/2008,4.3833496204070954e-05
08/09/2008,4.4112490273917615e-05
09/09/2008,4.185454247318532e-05
10/09/2008,4.1861568594203646e-05
10/09/2008,4.4694943275525034e-05
11/09/2008,4.272687741502246e-05
12/09/2008,3.649358377755263e-05
15/09/2008,6.4769798000519074e-06
16/09/2008,7.196597610059641e-06
17/09/2008,5.221883856876275e-06
18/09/2008,7.1877320106938924e-06
19/09/2008,1.563912866808792e-05
20/09/2008,4.5257982744129066e-05
22/09/2008,1.3944479349214944e-05
23/09/2008,9.995305541021793e-06
24/09/2008,3.1152748030116584e-06
25/09/2008,2.939757205444593e-06
26/09/2008,3.1152559401004254e-06
29/09/2008,1.5532354469272036e-06
30/09/2008,5.774165743543946e-06
30/09/2008,4.4701262097213146e-05
01/10/2008,5.773874303338644e-06
02/10/2008,1.902384075092023e-05
03/10/2008,3.5361909489495247e-06
06/10/2008,2.105912721095393e-06
07/10/2008,8.58157626648648e-06
08/10/2008,8.590277166264926e-06
09/10/2008,2.939446507088661e-06
10/10/2008,1.5530761265925008e-06
13/10/2008,1.5618481423729236e-06
14/10/2008,2.939428710435621e-06
15/10/2008,1.5530667238916607e-06
16/10/2008,1.5618386863813782e-06
17/10/2008,1.8338414360385968e-06
20/10/2008,1.8338380731730552e-06
21/10/2008,1.2968457902440278e-05
22/10/2008,8.309181575461011e-06
23/10/2008,9.16020431374065e-06
24/10/2008,6.896412488854864e-06
27/10/2008,8.580973155369875e-06
28/10/2008,4.913398500061561e-06
29/10/2008,8.028102746582277e-06
30/10/2008,3.255084380482387e-06
31/10/2008,2.939217568664887e-06
04/11/2008,4.088571227356397e-06
05/11/2008,2.6672115265302665e-06
06/11/2008,3.2462685282119708e-06
07/11/2008,2.667195754035845e-06
10/11/2008,2.6671886401707923e-06
11/11/2008,2.6671815263057397e-06
12/11/2008,1.272172005961636e-06
13/11/2008,1.561698820484736e-06
14/11/2008,1.5529228063471123e-06
17/11/2008,1.5529203949427028e-06
18/11/2008,2.11442505060333e-06
19/11/2008,1.2809352891718362e-06
20/11/2008,1.2721601301279861e-06
21/11/2008,9.738592745556218e-07
24/11/2008,9.738583262031142e-07
25/11/2008,9.73857377628562e-07
26/11/2008,9.65082948001239e-07
27/11/2008,4.2112669818017423e-07
28/11/2008,4.123530517041729e-07
04/12/2008,-1.1317770579610809e-06
05/12/2008,2.1933688731934353e-07
08/12/2008,1.4037557716228832e-07
09/12/2008,0.0
10/12/2008,7.89612510931903e-08
11/12/2008,8.7734716380794e-08
12/12/2008,6.931041993674114e-07
15/12/2008,-1.403754366080534e-07
16/12/2008,-2.1933665073081698e-07
17/12/2008,8.597998593096179e-07
18/12/2008,1.1405498530070446e-06
19/12/2008,1.140548552269749e-06
22/12/2008,5.527267448179884e-07
23/12/2008,6.931014080446829e-07
24/12/2008,8.597960876599586e-07
25/12/2008,4.21124252358851e-07
26/12/2008,1.4037469164840388e-07
29/12/2008,1.2721454643038754e-06
30/12/2008,2.8074898672514337e-07
31/12/2008,2.719755045621497e-07
05/01/2009,5.61497663031929e-07
06/01/2009,7.720588532933448e-07
07/01/2009,8.33471982097933e-07
08/01/2009,7.018705578953899e-07
09/01/2009,6.930966893747836e-07
10/01/2009,2.7197446161864036e-07
12/01/2009,7.018693879423665e-07
13/01/2009,8.334693131217819e-07
14/01/2009,6.930949563166422e-07
15/01/2009,6.930944760341617e-07
16/01/2009,6.930939955296367e-07
19/01/2009,6.930935152471562e-07
20/01/2009,6.930930349646758e-07
20/01/2009,8.334657302100368e-07
21/01/2009,6.930919769221333e-07
21/01/2009,7.018648064960331e-07
22/01/2009,6.930910099178789e-07
23/01/2009,4.123449985904415e-07
26/01/2009,2.8074541535971775e-07
27/01/2009,2.80745336533883e-07
28/01/2009,2.7197196827977166e-07
29/01/2009,3.114516854196836e-06
30/01/2009,2.667070915007841e-06
31/01/2009,1.0264686343131046e-06
04/02/2009,4.360293910821156e-06
05/02/2009,5.913129339507606e-06
06/02/2009,5.7814973188907715e-06
09/02/2009,5.9130601883783385e-06
10/02/2009,5.781429707418795e-06
11/02/2009,5.219925323540764e-06
11/02/2009,1.947592223272565e-06
12/02/2009,6.667419851114076e-06
13/02/2009,6.4743724248472745e-06
16/02/2009,6.579604174383746e-06
17/02/2009,6.807652327633917e-06
18/02/2009,5.272385562138382e-06
19/02/2009,5.167086061907966e-06
20/02/2009,4.7810651153668005e-06
20/02/2009,4.781042256762902e-06
21/02/2009,2.2194457025559444e-06
23/02/2009,4.912596185402407e-06
24/02/2009,4.921344501696012e-06
25/02/2009,4.719554923315883e-06
26/02/2009,4.587947166401207e-06
27/02/2009,4.052814275512517e-06
04/03/2009,2.947489345705989e-06
05/03/2009,2.745718589158841e-06
06/03/2009,2.947472565129061e-06
09/03/2009,3.1930858672701845e-06
10/03/2009,3.3860637616012212e-06
11/03/2009,2.921128017252528e-06
12/03/2009,2.3860195186298228e-06
13/03/2009,2.2544321807149714e-06
16/03/2009,2.2719712780006063e-06
17/03/2009,2.526356144727515e-06
18/03/2009,2.4210851887751517e-06
19/03/2009,2.2193227164901685e-06
20/03/2009,3.6666989593481247e-06
20/03/2009,2.1929937288334145e-06
23/03/2009,1.9736900276345892e-06
24/03/2009,1.2192994329751627e-06
25/03/2009,9.736839714502565e-07
26/03/2009,-2.1929797833220022e-07
27/03/2009,7.192975264302959e-07
30/03/2009,2.8070127178203563e-07
30/03/2009,3.192976070209852e-06
31/03/2009,3.6666476257440905e-06
06/04/2009,4.359610498383404e-06
07/04/2009,4.394678747576819e-06
08/04/2009,3.938527117997026e-06
09/04/2009,3.6665876419483823e-06
10/04/2009,3.666574198257777e-06
10/04/2009,4.4472399582939914e-06
13/04/2009,3.3858520505081202e-06
14/04/2009,2.5349946359831677e-06
15/04/2009,8.59615379100731e-07
16/04/2009,2.7191891693867376e-07
17/04/2009,9.736448889352545e-07
20/04/2009,4.499813889280446e-06
20/04/2009,6.929506777275662e-07
21/04/2009,1.1666123576059562e-06
22/04/2009,1.306955176971769e-06
23/04/2009,1.9209584540824665e-06
24/04/2009,1.9121832810498063e-06
27/04/2009,1.6928929704729256e-06
28/04/2009,9.73631096412575e-07
29/04/2009,7.806584072511669e-07
30/04/2009,4.359403657838712e-06
30/04/2009,1.2279956771443779e-06
04/05/2009,3.464697834187902e-06
05/05/2009,3.4734571865424613e-06
06/05/2009,3.359417882764504e-06
07/05/2009,3.894455689712473e-06
08/05/2009,3.885669260572655e-06
10/05/2009,1.0876323162101187e-06
11/05/2009,3.938277248982658e-06
12/05/2009,3.754066869143813e-06
13/05/2009,3.83299313821972e-06
14/05/2009,2.806757672502158e-06
15/05/2009,2.8067497948036646e-06
18/05/2009,2.7453444375602487e-06
19/05/2009,3.1137207658904487e-06
20/05/2009,2.6400761470313228e-06
21/05/2009,3.5259395656517256e-06
22/05/2009,3.3329659467895567e-06
25/05/2009,3.3329548383420615e-06
26/05/2009,3.385569157021706e-06
27/05/2009,3.6136004413211964e-06
28/05/2009,3.4732538927162437e-06
29/05/2009,3.80653271170317e-06
04/06/2009,1.9734253455805373e-06
05/06/2009,1.9734214511402115e-06
08/06/2009,1.9734175566998857e-06
09/06/2009,1.8330820241718726e-06
10/06/2009,3.5258259469816977e-06
10/06/2009,1.8067601599280891e-06
11/06/2009,2.3593087614681707e-06
12/06/2009,1.8593764956609249e-06
15/06/2009,1.9207674313292955e-06
16/06/2009,1.911993131376022e-06
17/06/2009,2.1400249174963193e-06
18/06/2009,3.1135541802562727e-06
19/06/2009,2.745181476360159e-06
20/06/2009,3.4731274132226986e-06
22/06/2009,2.894262792318969e-06
23/06/2009,3.1924503252067638e-06
24/06/2009,2.4118709798237603e-06
25/06/2009,1.4208078413791014e-06
26/06/2009,1.973341420269392e-06
29/06/2009,2.8065244819241997e-06
30/06/2009,2.938072071190234e-06
30/06/2009,3.3941210473287242e-06
06/07/2009,3.937868676473499e-06
07/07/2009,4.034326187118964e-06
08/07/2009,3.7712027431968664e-06
09/07/2009,4.1746179910706616e-06
10/07/2009,3.937805993947663e-06
10/07/2009,3.3940421351186245e-06
13/07/2009,4.025478172353658e-06
14/07/2009,3.946531341059156e-06
15/07/2009,4.025446081135087e-06
16/07/2009,4.025429877207998e-06
17/07/2009,3.920174099780738e-06
20/07/2009,3.885079012055925e-06
20/07/2009,4.227089861474909e-06
21/07/2009,4.113063827304586e-06
22/07/2009,3.7447143510505043e-06
23/07/2009,4.0867221380302965e-06
24/07/2009,4.0779356826892155e-06
27/07/2009,3.6745120071124404e-06
28/07/2009,3.7972741113723174e-06
29/07/2009,3.341237742926495e-06
30/07/2009,3.7446292633358524e-06
30/07/2009,3.893698283574665e-06
31/07/2009,3.525361746303801e-06
04/08/2009,3.88489987024343e-06
05/08/2009,4.03396613513074e-06
06/08/2009,3.9725636686860355e-06
07/08/2009,3.8848536738633754e-06
10/08/2009,3.919916131023271e-06
11/08/2009,3.884823353450528e-06
12/08/2009,3.192032070664652e-06
13/08/2009,2.253707757082779e-06
14/08/2009,2.6658584204586333e-06
17/08/2009,2.8061592773909183e-06
18/08/2009,2.753536064270534e-06
19/08/2009,2.2186073440622067e-06
20/08/2009,2.8850600664043213e-06
21/08/2009,2.8938208969098156e-06
24/08/2009,2.6658151726088875e-06
25/08/2009,2.525502378336597e-06
26/08/2009,2.0870418335761087e-06
27/08/2009,3.2445540618653013e-06
28/08/2009,2.9727034009940922e-06
30/08/2009,3.89344066786812e-06
31/08/2009,2.884993226315302e-06
04/09/2009,2.4728442027388553e-06
07/09/2009,2.665754534225684e-06
08/09/2009,2.6131339920798524e-06
09/09/2009,2.4728250340722013e-06
10/09/2009,2.946337435583146e-06
10/09/2009,2.139595881356371e-06
11/09/2009,2.0519031354027106e-06
14/09/2009,1.920366942576024e-06
15/09/2009,1.499461719456363e-06
16/09/2009,1.3591591698780547e-06
17/09/2009,5.261254150124017e-07
18/09/2009,6.66425175266383e-07
20/09/2009,2.946298811146164e-06
21/09/2009,1.0259403133705547e-06
22/09/2009,8.067214700702152e-07
23/09/2009,5.524283870350644e-07
24/09/2009,7.014959768625317e-07
25/09/2009,6.401146299683802e-07
28/09/2009,2.718293263814786e-07
29/09/2009,2.8059793799606325e-07
30/09/2009,2.665679663671483e-06
30/09/2009,9.207092717122833e-07
01/10/2009,5.52425054367589e-07
02/10/2009,5.524247490562573e-07
05/10/2009,8.067150611967833e-07
06/10/2009,1.1136166315761642e-06
07/10/2009,7.190272606205639e-07
08/10/2009,8.593246447752279e-07
09/10/2009,7.804064048322346e-07
12/10/2009,8.330174223747377e-07
13/10/2009,1.0873060456439987e-06
14/10/2009,9.733132244615916e-07
15/10/2009,1.052229488873735e-06
16/10/2009,1.3591283263281184e-06
19/10/2009,1.306515131638264e-06
20/10/2009,1.3065134245593413e-06
21/10/2009,9.733073869089282e-07
22/10/2009,4.1212074464169746e-07
23/10/2009,4.2088909779636197e-07
26/10/2009,4.1212040136073824e-07
27/10/2009,7.01481245313218e-07
28/10/2009,6.66406715366108e-07
29/10/2009,2.7182361073130323e-07
30/10/2009,4.208880568512541e-07
04/11/2009,1.2451266444557518e-06
05/11/2009,1.227588120933376e-06
06/11/2009,1.6397049771299521e-06
09/11/2009,1.499406905747236e-06
10/11/2009,1.5520153471282327e-06
11/11/2009,1.4994023305181514e-06
12/11/2009,1.5607790326832571e-06
13/11/2009,1.4117136635238836e-06
16/11/2009,1.3941748795431863e-06
17/11/2009,1.2977207202169438e-06
18/11/2009,8.066902117409569e-07
19/11/2009,6.400906298331677e-07
20/11/2009,9.20677713844853e-07
23/11/2009,1.139885643874905e-06
24/11/2009,1.2451044379968579e-06
25/11/2009,1.639677746245738e-06
26/11/2009,1.5870651628446808e-06
27/11/2009,1.5519894365212394e-06
30/11/2009,1.999169730648731e-06
04/12/2009,2.253445586353209e-06
07/12/2009,2.1394532452312376e-06
08/12/2009,2.0254616488468713e-06
09/12/2009,3.858014374635843e-07
10/12/2009,3.9456949973981637e-07
11/12/2009,3.8580113637110003e-07
14/12/2009,3.8580098760121473e-07
15/12/2009,3.9456903944135036e-07
16/12/2009,2.718141198787549e-07
17/12/2009,2.805822412188519e-07
18/12/2009,2.8058216239301714e-07
21/12/2009,2.718138936153025e-07
22/12/2009,2.805820074058829e-07
23/12/2009,3.858001518253218e-07
24/12/2009,3.945681850137106e-07
25/12/2009,3.857998509548821e-07
28/12/2009,2.805816015083451e-07
29/12/2009,2.8058152268251035e-07
30/12/2009,3.857994854694624e-07
31/12/2009,9.732665084971615e-07
04/01/2010,1.2450784656614644e-06
05/01/2010,8.066695509345578e-07
06/01/2010,5.611609739109014e-07
07/01/2010,4.1210235890432045e-07
08/01/2010,4.208703210384357e-07
10/01/2010,8.592765434745075e-07
11/01/2010,3.752755557195897e-06
11/01/2010,3.8579585259768123e-07
12/01/2010,4.1209995615965056e-07
13/01/2010,4.2086786677941745e-07
14/01/2010,4.1209961287869135e-07
15/01/2010,4.208675163930309e-07
18/01/2010,4.1209926959773213e-07
19/01/2010,7.014452763076662e-07
20/01/2010,5.52387767527307e-07
21/01/2010,2.8057775858236766e-07
21/01/2010,3.6124376299184746e-06
22/01/2010,2.718086455910651e-07
25/01/2010,3.594887560964821e-07
26/01/2010,4.2086473395208657e-07
27/01/2010,7.891210440647001e-08
28/01/2010,2.805763490432156e-07
29/01/2010,2.8057627043942546e-07
31/01/2010,3.3318422754113897e-06
04/02/2010,7.189740955926283e-07
